ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response
165874.0,Florida,2025-05-06 00:00:00,Monday,06:25:50,Sunny,Dry,Night,Urban,Underpass,Rollover,Bicycle,Senior,2.0,3.0,37.0,3.448818205231903,5.167352146808605,534.7997155877649,4.219531114650556,0.1166061909641658,81.0,8.606826518012321
165875.0,Ohio,2025-05-07 00:00:00,Sunday,04:46:59,Rainy,Dry,Daylight,Freeway,Overpass,Pedestrian involved,Bicycle,Senior,3.0,0.0,41.0,5.721695918619957,7.312896597577383,851.6221886161958,4.480004708129491,0.8315757874499986,37.0,28.65783678772572
165876.0,Alaska,2025-05-08 00:00:00,Sunday,01:25:47,Snowy,Dry,Dawn,Rural,Roundabout,Pedestrian involved,Bicycle,Senior,3.0,1.0,64.0,9.284299427645756,9.650161140158984,199.267384212372,7.416786291331106,0.415302545968103,35.0,10.21676175980155
165877.0,Arkansas,2025-05-09 00:00:00,Thursday,10:43:31,Stormy,Muddy,Dawn,Freeway,Roundabout,Cyclist involved,Bicycle,Teenager,3.0,1.0,57.0,7.082752706196327,7.796605120668879,886.577962595099,8.571296686039855,0.1463012076085252,83.0,25.1852035603972
165878.0,Iowa,2025-05-10 00:00:00,Sunday,08:34:40,Rainy,Snowy,Daylight,Freeway,Intersection,Head-on collision,Truck,Senior,2.0,0.0,46.0,2.330287502970656,4.874011412679272,422.7924921598868,8.306365056202186,0.3443984484477645,62.0,10.34929508915083
165879.0,Maine,2025-05-11 00:00:00,Friday,12:57:05,Stormy,Icy,Daylight,Freeway,Overpass,Rollover,Bicycle,Adult,1.0,1.0,35.0,0.753899403258895,9.808309277644817,597.8720596230596,9.464971390004465,0.6148672217459584,92.0,29.34615434878657
165880.0,Texas,2025-05-12 00:00:00,Tuesday,21:10:22,Rainy,Dry,Night,Rural,Underpass,Head-on collision,Pedestrian,Young Adult,2.0,0.0,46.0,1.189868675801833,1.490197977734724,262.9184674255167,8.46599957869887,0.4461093590334513,79.0,11.98329950027781
165881.0,Wisconsin,2025-05-13 00:00:00,Tuesday,15:30:40,Sunny,Icy,Night,Freeway,Underpass,Rear-end collision,Pedestrian,Senior,4.0,3.0,58.0,0.7459535654173757,6.575085909268226,431.4417256969144,9.60512099864285,0.9189876836324063,49.0,6.791146853287151
165882.0,Illinois,2025-05-14 00:00:00,Monday,05:25:25,Rainy,Snowy,Dusk,Street,Intersection,Cyclist involved,Car,Young Adult,1.0,0.0,50.0,1.258060564995425,6.150004747019058,277.4602411058149,4.670070668418281,0.2590706067003029,99.0,24.50355500788661
165883.0,Missouri,2025-05-15 00:00:00,Tuesday,06:13:00,Rainy,Icy,Dawn,Freeway,Intersection,Rollover,Truck,Young Adult,1.0,1.0,58.0,5.157809362565003,0.8580975388136811,481.3332397997957,5.834103271494127,0.6943530906187512,97.0,18.01826942957665
165884.0,Montana,2025-05-16 00:00:00,Thursday,11:27:31,Rainy,Icy,Daylight,Urban,T-Junction,Cyclist involved,Pedestrian,Teenager,5.0,3.0,66.0,5.548051596738978,2.336528169062815,858.1791311808712,3.613945535472227,0.1197467151828268,98.0,29.18852180665882
165885.0,North Carolina,2025-05-17 00:00:00,Wednesday,05:21:01,Snowy,Muddy,Dusk,Street,Underpass,Rear-end collision,Car,Young Adult,5.0,1.0,41.0,4.556959298607818,3.401007989825028,303.5882177460037,8.098752293369769,0.2130934195562105,3.0,18.21011240807855
165886.0,Oklahoma,2025-05-18 00:00:00,Thursday,04:02:27,Sunny,Icy,Dawn,Freeway,Overpass,Head-on collision,Truck,Teenager,3.0,1.0,40.0,8.146369277003418,4.836873299226408,173.7644328408667,6.456505253596903,0.3243297846714741,61.0,20.36210165124887
165887.0,Indiana,2025-05-19 00:00:00,Tuesday,07:24:21,Snowy,Wet,Night,Rural,Underpass,Rear-end collision,Car,Senior,4.0,1.0,64.0,1.638072449286065,0.597168050572893,389.9968930323216,8.10430998543949,0.7370077461902436,82.0,11.02309834959755
165888.0,Nevada,2025-05-20 00:00:00,Wednesday,16:02:22,Stormy,Muddy,Daylight,Highway,Intersection,Run-off-road,Truck,Young Adult,2.0,3.0,41.0,2.814458635174827,1.334565547348312,985.0451544660624,5.48527316242588,0.1060172473448498,65.0,9.24806382429653
165889.0,Michigan,2025-05-21 00:00:00,Saturday,13:39:16,Rainy,Icy,Night,Highway,Underpass,Cyclist involved,Truck,Adult,1.0,3.0,57.0,7.036960601946587,3.1799962666865,872.476665196685,7.382610813285154,0.2714663235489915,13.0,24.01613227651215
165890.0,Hawaii,2025-05-22 00:00:00,Monday,00:20:14,Stormy,Snowy,Dawn,Urban,Underpass,Side collision,Bicycle,Adult,4.0,2.0,50.0,2.772705101021031,7.63047575826981,203.0074176711523,3.293897450253819,0.6399977606544885,16.0,26.25779471238705
165891.0,Wisconsin,2025-05-23 00:00:00,Saturday,22:49:20,Stormy,Wet,Daylight,Rural,Roundabout,Head-on collision,Car,Young Adult,1.0,0.0,30.0,9.713430635545166,2.977348950650365,643.5385179027951,6.600080133679581,0.167824700562436,65.0,7.456472090960138
165892.0,South Dakota,2025-05-24 00:00:00,Sunday,04:24:14,Snowy,Dry,Dusk,Rural,Underpass,Run-off-road,Bicycle,Teenager,2.0,0.0,31.0,3.57551795475777,6.621544978576283,957.5765377223119,7.199756371596417,0.8518999127096692,29.0,9.43900429893927
165893.0,Missouri,2025-05-25 00:00:00,Thursday,10:22:35,Snowy,Muddy,Daylight,Freeway,Intersection,Side collision,Truck,Adult,4.0,1.0,33.0,3.958247671647993,1.915928847978937,844.7570736289168,5.957406587559669,0.4819521166082142,21.0,18.91000255228422
165894.0,Utah,2025-05-26 00:00:00,Thursday,12:18:55,Stormy,Icy,Dusk,Highway,Underpass,Side collision,Truck,Senior,5.0,1.0,66.0,3.463913106435162,7.096915876386435,325.4668603337282,8.462802381411887,0.6369293068727532,82.0,29.45248834771126
165895.0,Alabama,2025-05-27 00:00:00,Monday,20:28:28,Rainy,Wet,Daylight,Highway,Overpass,Cyclist involved,Motorcycle,Adult,3.0,1.0,40.0,4.076131934416966,0.4115721855666814,822.973656110516,8.782301605548513,0.306228624493362,91.0,26.39659176164385
165896.0,Maryland,2025-05-28 00:00:00,Tuesday,04:24:43,Stormy,Wet,Dawn,Urban,T-Junction,Cyclist involved,Car,Adult,2.0,2.0,53.0,5.592489830456314,0.8777819660197147,470.1910462537803,8.522196523920668,0.690130537767378,69.0,20.91543020297546
165897.0,Kansas,2025-05-29 00:00:00,Thursday,14:47:28,Rainy,Icy,Dawn,Highway,Underpass,Rollover,Bicycle,Young Adult,1.0,3.0,30.0,4.803488383226232,8.596732890432675,292.0331942803446,9.594176359173286,0.3385266927680376,15.0,11.49517921051595
165898.0,Washington,2025-05-30 00:00:00,Saturday,22:52:26,Stormy,Dry,Night,Rural,Roundabout,Cyclist involved,Car,Senior,5.0,0.0,50.0,0.4100718062152812,7.363835846550923,303.002323176252,3.823584230413231,0.1859449331453061,24.0,6.263128811134962
165899.0,South Carolina,2025-05-31 00:00:00,Thursday,13:22:02,Stormy,Dry,Daylight,Rural,Roundabout,Side collision,Truck,Senior,2.0,0.0,64.0,2.445801738031433,3.969966943174053,828.8627191298455,7.07624248873626,0.7362572176900412,1.0,18.43107132239144
165900.0,Oregon,2025-06-01 00:00:00,Thursday,18:54:44,Snowy,Icy,Dusk,Highway,Roundabout,Side collision,Motorcycle,Senior,5.0,3.0,47.0,5.027527697038982,5.781093237662403,178.9460769608326,9.261721176472719,0.272876689215191,93.0,18.96829045313979
165901.0,Rhode Island,2025-06-02 00:00:00,Thursday,03:40:39,Foggy,Snowy,Dusk,Highway,Roundabout,Side collision,Truck,Adult,1.0,3.0,35.0,0.58528694798871,2.377600067528287,923.7101044809099,3.238841536501717,0.2646759901495565,49.0,5.516824982967146
165902.0,Tennessee,2025-06-03 00:00:00,Tuesday,04:14:25,Rainy,Snowy,Daylight,Rural,Underpass,Cyclist involved,Bicycle,Adult,5.0,2.0,31.0,9.807155113135769,4.964410086718654,332.6461933784653,9.32267819361794,0.8588198550693553,12.0,10.87527457532182
165903.0,Nebraska,2025-06-04 00:00:00,Friday,11:46:40,Sunny,Muddy,Dawn,Street,T-Junction,Run-off-road,Car,Young Adult,4.0,1.0,53.0,0.1622055335786003,7.769765187853069,549.4446830397477,6.749058570864909,0.7494170056771978,49.0,17.49854371
165904.0,Texas,2025-06-05 00:00:00,Wednesday,03:23:16,Sunny,Muddy,Night,Rural,Overpass,Pedestrian involved,Bicycle,Young Adult,4.0,3.0,50.0,2.528128821078718,9.403276010776581,231.7057778776217,5.56346014573519,0.630241362717103,67.0,17.60196877294912
165905.0,Missouri,2025-06-06 00:00:00,Sunday,06:34:22,Sunny,Snowy,Night,Street,Intersection,Run-off-road,Truck,Senior,5.0,3.0,43.0,2.499997740842456,3.41117999549928,286.5746409294497,6.537440034,0.9671789631289911,21.0,20.17861150486385
165906.0,North Carolina,2025-06-07 00:00:00,Wednesday,14:06:30,Foggy,Snowy,Dusk,Rural,Intersection,Rear-end collision,Bicycle,Young Adult,5.0,3.0,57.0,5.471134871280025,9.144240736590596,297.7888725551401,9.995028357464653,0.4086317031865447,49.0,9.666472661867596
165907.0,Michigan,2025-06-08 00:00:00,Saturday,12:30:29,Sunny,Icy,Dusk,Highway,Overpass,Cyclist involved,Car,Senior,4.0,1.0,50.0,6.227855646186176,7.564510733347152,196.1736799532347,3.650287332549368,0.7180647177695807,76.0,13.12226002254655
165908.0,Connecticut,2025-06-09 00:00:00,Monday,22:33:03,Snowy,Snowy,Night,Freeway,Crossroads,Side collision,Pedestrian,Adult,5.0,0.0,65.0,6.676591352065386,2.296994092190482,632.7315663741816,5.216619260059218,0.481090416348032,49.0,13.90021203165203
165909.0,Washington,2025-06-10 00:00:00,Wednesday,21:13:35,Stormy,Icy,Night,Rural,Roundabout,Head-on collision,Truck,Senior,1.0,0.0,65.0,9.88901974369719,5.626284147362206,481.7791569471901,4.350053547902323,0.6723976029373742,96.0,17.49854371
165910.0,Virginia,2025-06-11 00:00:00,Tuesday,03:28:09,Rainy,Wet,Daylight,Rural,Intersection,Rollover,Bicycle,Senior,2.0,3.0,52.0,0.3229182866297375,6.576911647507722,689.7074056468236,8.774592069909161,0.1635436333724096,41.0,21.77709603080722
165911.0,Illinois,2025-06-12 00:00:00,Tuesday,14:37:19,Rainy,Wet,Dawn,Street,Underpass,Cyclist involved,Pedestrian,Young Adult,3.0,2.0,32.0,4.83854411701019,2.083492496790064,262.7850549878646,7.054069123474507,0.7176347097196752,1.0,6.890954252883881
165912.0,Kentucky,2025-06-13 00:00:00,Friday,00:03:48,Rainy,Muddy,Dawn,Rural,Overpass,Head-on collision,Car,Senior,1.0,2.0,69.0,8.736588102609636,1.522121463064661,481.0009750348342,8.71380414023539,0.9867837584292166,17.0,14.49595766475971
165913.0,Kansas,2025-06-14 00:00:00,Tuesday,12:46:03,Rainy,Wet,Dawn,Street,Roundabout,Side collision,Pedestrian,Teenager,2.0,2.0,42.0,9.276154410556629,5.625290078619669,805.4632915824388,4.337843491455954,0.9976526737168262,8.0,21.135511764354
165914.0,Wisconsin,2025-06-15 00:00:00,Thursday,21:24:45,Snowy,Snowy,Dawn,Freeway,Crossroads,Head-on collision,Car,Young Adult,3.0,0.0,50.0,2.620087119261592,5.339443484781504,388.118607779891,5.703526050153418,0.2528339185556888,100.0,23.76184470094949
165915.0,West Virginia,2025-06-16 00:00:00,Tuesday,16:21:04,Sunny,Snowy,Daylight,Highway,Crossroads,Side collision,Truck,Teenager,2.0,2.0,66.0,1.366440738872953,9.99811253128156,733.9162224865304,9.404867047961982,0.6610198569774599,69.0,27.76715794995703
165916.0,Illinois,2025-06-17 00:00:00,Monday,16:43:01,Rainy,Muddy,Night,Highway,Underpass,Side collision,Truck,Senior,1.0,2.0,36.0,9.9688797495442,5.565683956341398,946.6858432186733,6.537440034,0.2130214533103806,49.0,12.75609815250473
165917.0,Maine,2025-06-18 00:00:00,Sunday,19:03:03,Foggy,Wet,Dusk,Highway,Underpass,Pedestrian involved,Pedestrian,Senior,3.0,1.0,69.0,7.184223342423324,9.2535067238683,224.5455961841968,8.237601619866936,0.2413860080637706,8.0,17.49854371
165918.0,Kansas,2025-06-19 00:00:00,Sunday,15:46:50,Foggy,Snowy,Dawn,Street,Underpass,Cyclist involved,Motorcycle,Senior,4.0,3.0,55.0,9.286211432550825,7.969941942776608,561.2054471748778,6.537440034,0.4651044507915927,49.0,18.16315476195859
165919.0,Michigan,2025-06-20 00:00:00,Monday,01:04:33,Snowy,Dry,Daylight,Street,Overpass,Rollover,Car,Senior,5.0,0.0,70.0,3.327940662067151,7.205691191906608,211.403133980267,4.838009163163272,0.7425211439716786,19.0,13.66908578219262
165920.0,Virginia,2025-06-21 00:00:00,Sunday,14:59:45,Foggy,Wet,Dawn,Street,Intersection,Head-on collision,Truck,Senior,2.0,1.0,60.0,0.1246803594648083,0.8329650952200006,638.2216695151691,6.537440034,0.8132789648693475,94.0,6.947734811009852
165921.0,Connecticut,2025-06-22 00:00:00,Wednesday,13:00:28,Rainy,Wet,Dusk,Urban,T-Junction,Rear-end collision,Bicycle,Teenager,1.0,0.0,40.0,3.848093038123547,0.5726156636587585,627.9250819430573,9.276129658442422,0.9061068608778562,26.0,28.8418552561409
165922.0,Nevada,2025-06-23 00:00:00,Wednesday,03:28:29,Stormy,Snowy,Dusk,Urban,Overpass,Head-on collision,Car,Senior,3.0,3.0,37.0,4.531901568473513,9.849024358257696,818.694939305825,4.736104859733262,0.5809260450526035,49.0,10.1986625484683
165923.0,Arkansas,2025-06-24 00:00:00,Thursday,13:42:51,Snowy,Muddy,Dusk,Freeway,Overpass,Cyclist involved,Pedestrian,Senior,2.0,1.0,61.0,0.4248405722594956,5.102196839082275,709.6190999050548,7.374721563302225,0.542271320487167,38.0,24.83325409922013
165924.0,Illinois,2025-06-25 00:00:00,Wednesday,13:04:43,Rainy,Wet,Daylight,Street,Underpass,Rollover,Bicycle,Senior,3.0,0.0,54.0,6.180820500512226,4.8213869234039,329.8974666645025,9.167652898235081,0.5071453076190995,78.0,18.45309943344537
165925.0,Kansas,2025-06-26 00:00:00,Thursday,19:40:55,Sunny,Muddy,Dusk,Urban,Overpass,Head-on collision,Pedestrian,Adult,3.0,2.0,50.0,4.023365762389647,3.336432154171388,904.1748631315277,8.438030900012066,0.8404717486918868,92.0,24.17148286219631
165926.0,Idaho,2025-06-27 00:00:00,Thursday,19:37:16,Stormy,Icy,Night,Street,Overpass,Cyclist involved,Motorcycle,Adult,2.0,2.0,60.0,9.854361020765753,9.848566652622013,811.945560481506,9.23353996659649,0.4485036248343949,93.0,5.856897123017164
165927.0,Washington,2025-06-28 00:00:00,Sunday,03:54:15,Stormy,Dry,Dusk,Rural,Underpass,Rollover,Motorcycle,Adult,4.0,3.0,34.0,7.097587988176721,9.50310864652963,822.6370147966986,6.000363868152499,0.183827877026921,3.0,27.0629884658924
165928.0,Illinois,2025-06-29 00:00:00,Sunday,00:25:04,Snowy,Icy,Dawn,Freeway,Roundabout,Pedestrian involved,Car,Adult,3.0,1.0,61.0,8.563894511157846,2.710803678494712,409.014102202791,6.303722728236108,0.2965442742038703,40.0,17.80933882985128
165929.0,Virginia,2025-06-30 00:00:00,Friday,17:05:07,Stormy,Wet,Dusk,Urban,T-Junction,Run-off-road,Pedestrian,Adult,2.0,3.0,63.0,0.7449731489464376,4.787285158122925,749.1029910512557,6.191293469754674,0.2997033525488218,46.0,19.47295205251411
165930.0,Missouri,2025-07-01 00:00:00,Wednesday,21:58:06,Sunny,Wet,Dawn,Street,Underpass,Side collision,Motorcycle,Teenager,4.0,2.0,68.0,6.312354927998284,1.523213907092784,298.6459219014677,6.688603280993249,0.7224230750316681,42.0,28.35825093019954
165931.0,Delaware,2025-07-02 00:00:00,Tuesday,12:04:47,Snowy,Muddy,Dusk,Freeway,Underpass,Run-off-road,Pedestrian,Young Adult,4.0,3.0,69.0,2.796319953265011,6.969183724668851,342.7760688431206,8.390015970316812,0.7527793751413056,38.0,15.85589729800546
165932.0,North Dakota,2025-07-03 00:00:00,Saturday,11:59:05,Stormy,Icy,Night,Street,Overpass,Side collision,Bicycle,Teenager,5.0,3.0,30.0,4.698951385215296,6.568370003300744,148.0533876360834,6.660172469193018,0.6132770568491424,42.0,14.33694306030833
165933.0,Massachusetts,2025-07-04 00:00:00,Saturday,21:31:36,Sunny,Icy,Dusk,Freeway,Underpass,Run-off-road,Car,Young Adult,4.0,3.0,60.0,4.219461563408386,2.407535502240731,281.4798141008247,8.103853806824143,0.5094188705724312,49.0,7.964613954683598
165934.0,Nebraska,2025-07-05 00:00:00,Thursday,08:07:24,Rainy,Dry,Dawn,Street,Roundabout,Head-on collision,Pedestrian,Young Adult,2.0,3.0,36.0,6.410105993411903,3.125269129021685,878.9377272303353,3.493176387052182,0.548820103368205,76.0,23.65274959593336
165935.0,Hawaii,2025-07-06 00:00:00,Monday,03:19:43,Foggy,Icy,Daylight,Highway,Roundabout,Side collision,Motorcycle,Senior,1.0,3.0,51.0,6.875176385764014,0.6860113693135914,404.3239763359646,4.617630696879253,0.6644120260781291,49.0,25.1909360788409
165936.0,Kansas,2025-07-07 00:00:00,Wednesday,12:13:21,Rainy,Dry,Daylight,Highway,Overpass,Pedestrian involved,Bicycle,Adult,1.0,0.0,62.0,1.621158929367309,7.506973549262265,972.0802336602804,5.654460185778052,0.5212866587222694,94.0,17.49854371
165937.0,Ohio,2025-07-08 00:00:00,Thursday,01:30:00,Sunny,Icy,Night,Urban,Overpass,Rear-end collision,Motorcycle,Teenager,2.0,2.0,49.0,7.938723162250418,4.722864969035649,102.6244589015957,6.785657657403189,0.3790617329810012,27.0,21.70252648384109
165938.0,Michigan,2025-07-09 00:00:00,Saturday,11:30:54,Sunny,Snowy,Daylight,Highway,Overpass,Pedestrian involved,Pedestrian,Young Adult,2.0,3.0,67.0,9.421968664957923,7.764695959773707,864.1713631578011,8.138203182043483,0.461821472687003,70.0,17.49854371
165939.0,Maine,2025-07-10 00:00:00,Friday,11:31:38,Foggy,Dry,Dusk,Street,Intersection,Rollover,Truck,Adult,3.0,1.0,49.0,8.773134294068447,5.349573240968782,678.7782856824201,4.333422547478539,0.8372040395232341,74.0,13.87439686371276
165940.0,Wisconsin,2025-07-11 00:00:00,Sunday,07:12:23,Snowy,Icy,Dawn,Highway,Overpass,Pedestrian involved,Pedestrian,Young Adult,4.0,2.0,56.0,5.24971623946896,6.154693530768813,490.8063821757323,4.799763599017486,0.9363218026236667,31.0,28.42424787879513
165941.0,Nebraska,2025-07-12 00:00:00,Wednesday,14:17:12,Sunny,Dry,Night,Rural,Underpass,Rollover,Bicycle,Senior,4.0,0.0,46.0,5.217810029583744,0.6405299811592079,576.8343441012628,4.39614267132868,0.7417532632457399,73.0,19.71970889974611
165942.0,Colorado,2025-07-13 00:00:00,Sunday,20:41:46,Snowy,Snowy,Dusk,Freeway,Crossroads,Head-on collision,Car,Teenager,3.0,0.0,56.0,6.834646790288859,3.326822221246398,185.794100942955,6.969647340382384,0.889768874207947,86.0,17.49854371
165943.0,South Dakota,2025-07-14 00:00:00,Tuesday,21:34:55,Rainy,Wet,Daylight,Rural,Roundabout,Head-on collision,Motorcycle,Teenager,1.0,2.0,35.0,4.120846023969353,2.056473027666129,573.3829904745388,5.201785876424577,0.5283285130541818,60.0,11.43244472221275
165944.0,South Dakota,2025-07-15 00:00:00,Tuesday,01:57:58,Rainy,Muddy,Night,Freeway,Intersection,Cyclist involved,Truck,Teenager,1.0,2.0,50.0,2.856740522991322,2.20359333517,796.5984042385137,4.688691236250676,0.9513000028767149,35.0,15.45728229154543
165945.0,New Jersey,2025-07-16 00:00:00,Saturday,08:00:27,Snowy,Wet,Dusk,Highway,Underpass,Side collision,Motorcycle,Adult,3.0,3.0,50.0,4.501212105499812,3.242496951281333,812.1704673506939,6.537440034,0.1011047587220546,90.0,17.49854371
165946.0,Louisiana,2025-07-17 00:00:00,Saturday,04:23:52,Foggy,Snowy,Dawn,Rural,Underpass,Rear-end collision,Motorcycle,Adult,2.0,0.0,44.0,8.29368778168598,5.778212816349702,813.625975257745,3.848763830959319,0.2549355407898418,49.0,29.14810663376056
165947.0,Wyoming,2025-07-18 00:00:00,Wednesday,06:50:52,Foggy,Icy,Dusk,Urban,Crossroads,Head-on collision,Bicycle,Senior,1.0,3.0,50.0,5.228485491472432,1.101574865704949,341.2101283770608,5.64593398562317,0.9263610320997374,49.0,22.83172485032576
165948.0,South Carolina,2025-07-19 00:00:00,Wednesday,06:29:50,Stormy,Icy,Night,Street,Underpass,Cyclist involved,Motorcycle,Senior,2.0,0.0,54.0,8.937141626902354,4.681699696858377,271.7413816171302,8.897553661854891,0.3800686165874188,77.0,14.41220235209293
165949.0,Illinois,2025-07-20 00:00:00,Thursday,20:15:24,Sunny,Muddy,Night,Highway,Roundabout,Cyclist involved,Pedestrian,Teenager,5.0,3.0,43.0,2.572170605986609,9.219028021644371,644.7238988400372,5.051910110258369,0.2822274266102604,49.0,27.93469853504426
165950.0,Maryland,2025-07-21 00:00:00,Saturday,17:22:39,Snowy,Dry,Night,Highway,T-Junction,Head-on collision,Car,Young Adult,4.0,1.0,32.0,4.606221858036762,9.375864153068296,185.2084711766303,5.311648439701404,0.6928320347312374,81.0,17.49854371
165951.0,Missouri,2025-07-22 00:00:00,Wednesday,00:41:59,Sunny,Snowy,Dusk,Urban,T-Junction,Head-on collision,Pedestrian,Senior,5.0,0.0,30.0,7.317667394063274,7.857937821534898,801.9108437367672,6.40554414873535,0.1071844640286253,73.0,29.73953727403268
165952.0,Wyoming,2025-07-23 00:00:00,Monday,21:25:11,Rainy,Muddy,Night,Highway,T-Junction,Side collision,Bicycle,Senior,3.0,3.0,49.0,2.355228629540244,4.82516023076712,859.1134054929661,3.206711750551279,0.3819841985701106,31.0,5.321265715958089
165953.0,Pennsylvania,2025-07-24 00:00:00,Saturday,23:12:46,Sunny,Icy,Dawn,Rural,T-Junction,Head-on collision,Pedestrian,Senior,1.0,1.0,54.0,2.562543846478756,1.620778650973381,186.2005209357495,7.785592524868393,0.4731045960927829,43.0,16.87545011354608
165954.0,Washington,2025-07-25 00:00:00,Saturday,04:49:50,Sunny,Wet,Dusk,Street,Crossroads,Cyclist involved,Motorcycle,Young Adult,4.0,1.0,52.0,6.693046754386611,8.258594327356212,976.6972830970147,5.955969308311476,0.8370708148601693,30.0,16.63372844451495
165955.0,Washington,2025-07-26 00:00:00,Saturday,22:13:59,Snowy,Icy,Daylight,Freeway,Crossroads,Pedestrian involved,Motorcycle,Young Adult,2.0,0.0,59.0,7.202466434591692,4.610973287858521,171.5132909964536,8.4262937808491,0.8787541992156,9.0,12.21293917080166
165956.0,Maryland,2025-07-27 00:00:00,Saturday,11:30:37,Rainy,Muddy,Night,Highway,T-Junction,Side collision,Car,Senior,5.0,0.0,59.0,0.6915067572508395,6.138353661464539,915.8446321065919,8.998610329162876,0.6219960834081641,65.0,15.85050997679123
165957.0,Alabama,2025-07-28 00:00:00,Sunday,11:30:28,Snowy,Snowy,Daylight,Rural,Crossroads,Rollover,Pedestrian,Young Adult,5.0,0.0,40.0,8.498342421175511,3.025563537610305,410.1778515848039,8.482535113123719,0.377922896574283,49.0,8.001438173615728
165958.0,California,2025-07-29 00:00:00,Sunday,15:37:41,Rainy,Muddy,Night,Rural,Crossroads,Rollover,Bicycle,Senior,5.0,3.0,67.0,2.412898848908759,0.206157262107438,616.7505934016762,5.515875081302116,0.9103297614002269,11.0,23.00195268626808
165959.0,New Mexico,2025-07-30 00:00:00,Saturday,13:35:22,Rainy,Muddy,Dawn,Rural,Crossroads,Rear-end collision,Bicycle,Senior,5.0,0.0,44.0,3.989517642413486,0.124514057433881,782.5890338618364,8.608307832648265,0.5110695746720921,73.0,27.46046682919244
165960.0,Washington,2025-07-31 00:00:00,Sunday,18:14:04,Rainy,Icy,Dusk,Rural,Intersection,Rear-end collision,Motorcycle,Teenager,5.0,2.0,64.0,2.404782164080763,3.578454367340503,658.2650572230123,8.16382160900782,0.287231455757614,97.0,22.54668390605594
165961.0,South Dakota,2025-08-01 00:00:00,Friday,12:13:25,Sunny,Muddy,Dusk,Urban,Intersection,Cyclist involved,Motorcycle,Young Adult,2.0,2.0,34.0,7.020923556653882,3.891011639615686,126.170902402761,6.537440034,0.5589392796165811,94.0,29.33951001121067
165962.0,Maine,2025-08-02 00:00:00,Tuesday,00:01:15,Rainy,Muddy,Dusk,Rural,Roundabout,Rollover,Car,Senior,3.0,1.0,34.0,0.7253732111049567,3.066609748881453,171.5396426319441,8.943131593634266,0.186863207706238,6.0,14.66330762029076
165963.0,Washington,2025-08-03 00:00:00,Tuesday,17:11:14,Snowy,Icy,Dawn,Rural,Intersection,Side collision,Car,Young Adult,4.0,1.0,48.0,8.909764118969441,1.406483006130359,631.4453298401104,6.537440034,0.6386949853108889,49.0,17.49854371
165964.0,California,2025-08-04 00:00:00,Thursday,18:34:51,Rainy,Snowy,Dusk,Rural,Overpass,Rear-end collision,Truck,Young Adult,2.0,0.0,55.0,2.166199872995107,4.691401808833044,595.2692484206175,6.537440034,0.5807983657172006,11.0,10.76394452520514
165965.0,Florida,2025-08-05 00:00:00,Friday,11:15:42,Stormy,Dry,Daylight,Street,Underpass,Head-on collision,Truck,Teenager,3.0,0.0,49.0,7.926881727238205,2.861035266901107,953.1818764794172,8.815520497156644,0.8149987057485085,94.0,8.625746905428093
165966.0,Hawaii,2025-08-06 00:00:00,Friday,16:09:27,Rainy,Wet,Daylight,Street,Underpass,Side collision,Motorcycle,Adult,5.0,0.0,50.0,5.269033217480261,5.00172414556987,678.1827044594864,3.395940102117718,0.3425147777484777,48.0,28.90103455648217
165967.0,Wyoming,2025-08-07 00:00:00,Friday,23:25:32,Foggy,Muddy,Dusk,Rural,Roundabout,Cyclist involved,Bicycle,Adult,1.0,3.0,66.0,3.695043854414977,3.959342905969237,789.0808524444964,5.169583137495641,0.5304860495938162,59.0,20.74232051452618
165968.0,Iowa,2025-08-08 00:00:00,Saturday,11:06:32,Rainy,Wet,Night,Urban,Underpass,Run-off-road,Truck,Senior,5.0,2.0,62.0,2.43546936529621,1.766497407737614,130.2069584160969,7.921895782017216,0.4218113787939247,99.0,14.01731645771649
165969.0,South Carolina,2025-08-09 00:00:00,Saturday,23:11:22,Rainy,Icy,Dusk,Street,Crossroads,Cyclist involved,Truck,Adult,3.0,2.0,30.0,3.018604071893837,0.5680780813476223,692.0775427891645,5.484479260924466,0.9357417652280589,17.0,23.76672823305072
165970.0,New Mexico,2025-08-10 00:00:00,Saturday,23:17:34,Stormy,Wet,Daylight,Rural,Underpass,Side collision,Motorcycle,Adult,1.0,0.0,63.0,4.319216327840631,2.106388584048926,706.5667613394864,7.33284154774331,0.6344403208666167,17.0,5.314549883855076
165971.0,Colorado,2025-08-11 00:00:00,Thursday,04:07:12,Sunny,Muddy,Dusk,Urban,Roundabout,Side collision,Bicycle,Adult,5.0,0.0,56.0,8.614161607274596,3.402111167014825,305.1131765238343,6.448467705436686,0.2067697972979111,58.0,21.89510610289787
165972.0,Minnesota,2025-08-12 00:00:00,Thursday,08:57:45,Rainy,Wet,Dusk,Urban,Overpass,Rollover,Car,Adult,1.0,0.0,50.0,6.795910466703967,4.976169348627415,122.6911021358532,5.439480950815862,0.3506369425608084,49.0,27.77198298324546
